Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Cionel Pérez","BAL",3,3,0,3.88317,56,0,0,7,,56,241,51,26,24,5,25,,3,50,8.08693,4.03151,2.00593,0.769402,0.208791,0.104087,0.10470426082611084,0.240975,1.36543,0.294684,0.717786,,,3.96933,0.048092,0.0417344,999,,,,,,,264.30000000000007,4.719642857142858,259,4.625,,,,,,,,,,,,,,,,,,,"Cionel Perez","19614",672335
"Bryan Baker","BAL",2,2,0,3.74659,46,0,0,1,,46,197,39,21,19,6,20,,2,50,9.76008,3.87201,2.52068,1.08547,0.253039,0.100385,0.1526537984609604,0.222655,1.27809,0.279401,0.742322,,,3.99872,0.0477036,0.0457385,999,,,,,,,203.20000000000002,4.417391304347826,190,4.130434782608695,,,,,,,,,,,,,,,,,,,"Bryan Baker","19804",641329
"Daniel Lynch IV","KCR",2,2,2,4.6282,52,2,0,4,,57,243,59,32,29,7,17,,2,42,6.53665,2.69781,2.42295,1.17539,0.171405,0.0707425,0.10066299885511398,0.266165,1.33639,0.298253,0.671597,,,4.43949,0.0475401,-0.0235582,679.8599853515625,,,,,,,225.30000000000004,3.952631578947369,237,4.157894736842105,,,,,,,,,,,,,,,,,,,"Daniel Lynch IV","21537",663738
"Nick Robertson","TOR",2,2,0,4.04408,42,0,0,1,,42,180,40,21,19,4,16,,2,38,8.20432,3.44183,2.38371,0.958113,0.212705,0.0892327,0.12347204238176346,0.24673,1.33415,0.297702,0.711638,,,4.01236,0.046907,-0.00819959,999,,,,,,,183.60000000000002,4.371428571428572,184,4.380952380952381,,,,,,,,,,,,,,,,,,,"Nick Robertson","26226",687798
"Huascar Brazobán","NYM",2,2,0,3.66025,44,0,0,1,,44,189,37,20,18,4,21,,2,45,9.24098,4.31092,2.14362,0.883445,0.239038,0.111511,0.12752630561590195,0.223445,1.32077,0.281425,0.740757,,,3.97362,0.0462682,0.0500468,999,,,,,,,205.20000000000005,4.663636363636365,193,4.386363636363637,,,,,,,,,,,,,,,,,,,"Huascar Brazoban","6107",623211
"Mason Barnett","ATH",1,1,1,4.40295,2,2,0,0,,7,32,7,4,4,1,3,,0,7,8.09799,3.98668,2.03126,1.1717,0.20245,0.0996669,0.10278285294771194,0.245729,1.41416,0.287786,0.714208,,,4.53582,0.0457967,0.0147813,999,,,,,,,26.300000000000015,3.7571428571428593,27,3.857142857142857,,,,,,,,,,,,,,,,,,,"Mason Barnett","sa3020622",686930
"Joe Ross","PHI",3,3,2,4.66884,56,2,0,6,,61,259,60,35,32,8,24,,3,48,7.11343,3.49845,2.03331,1.15244,0.186817,0.0918784,0.09493888914585114,0.2583,1.36931,0.296238,0.674524,,,4.5537,0.0452683,-0.0642914,748.5700073242188,,,,,,,236.0000000000001,3.8688524590163955,240,3.9344262295081966,,,,,,,,,,,,,,,,,,,"Joe Ross","12972",605452
"Chase Hampton","NYY",0,0,1,4.47718,2,2,0,0,,6,27,6,4,3,1,3,,0,6,7.92501,3.70189,2.1408,1.37196,0.210825,0.0984796,0.11234578490257263,0.234846,1.28479,0.268407,0.692056,,,4.75921,0.0452011,-0.0297625,999,,,,,,,19.500000000000007,3.2500000000000013,20,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Chase Hampton","sa3020682",694633
"Evan Sisk","KCR",2,2,0,4.01394,35,0,0,1,,35,152,33,17,16,3,16,,2,35,9.01982,4.1835,2.15605,0.852638,0.230723,0.107012,0.12371078878641129,0.243221,1.39632,0.306181,0.719481,,,3.93552,0.0445254,0.0381909,999,,,,,,,156.3,4.465714285714286,156,4.457142857142857,,,,,,,,,,,,,,,,,,,"Evan Sisk","sa3007612",681895
"Jackson Rutledge","WSN",3,2,3,4.85751,51,3,0,1,,67,293,68,40,36,8,30,,3,50,6.67276,4.05988,1.64359,1.11771,0.170911,0.103987,0.06692436337471008,0.261093,1.45325,0.295342,0.675134,,,4.79728,0.0442927,-0.029696,999,,,,,,,225.59999999999997,3.3671641791044773,236,3.5223880597014925,,,,,,,,,,,,,,,,,,,"Jackson Rutledge","26215",671131
"Stephen Kolek","SDP",2,2,0,3.91861,40,0,0,1,,40,171,38,19,17,4,15,,2,34,7.59687,3.27515,2.31955,0.861426,0.19745,0.0851241,0.11232543736696243,0.246757,1.31783,0.293302,0.711485,,,3.95005,0.0442911,0.018126,999,,,,,,,169,4.225,169,4.225,,,,,,,,,,,,,,,,,,,"Stephen Kolek","21487",663568
"Keynan Middleton",,1,1,0,4.14418,18,0,0,0,,18,77,16,9,8,2,8,,1,17,8.694,4.01398,2.16593,0.989622,0.225818,0.104259,0.12155880033969879,0.241728,1.36065,0.297171,0.710795,,,4.14588,0.0440743,0.0435479,999,,,,,,,74.00000000000003,4.1111111111111125,71,3.9444444444444446,,,,,,,,,,,,,,,,,,,"Keynan Middleton","15264",641871
"Quinn Priester","BOS",2,2,0,4.24682,36,0,0,1,,36,152,37,19,17,4,11,,2,29,7.20735,2.83178,2.54517,0.922994,0.189667,0.0745205,0.11514674127101898,0.26284,1.33035,0.308395,0.686708,,,3.97165,0.0432988,0.000959628,745.030029296875,,,,,,,144.00000000000006,4.000000000000002,151,4.194444444444445,,,,,,,,,,,,,,,,,,,"Quinn Priester","25977",682990
"Tim Hill","NYY",3,3,0,4.20853,63,0,0,11,,63,274,64,32,29,6,21,,3,40,5.65729,3.02584,1.86966,0.883814,0.144727,0.077408,0.06731849908828735,0.255329,1.34787,0.282332,0.691624,,,4.32916,0.0432567,0.0227478,999,,,,,,,278,4.412698412698413,289,4.587301587301587,,,,,,,,,,,,,,,,,,,"Tim Hill","16814",657612
"Carlos Rodriguez","MIL",1,1,1,4.30663,14,2,0,1,,19,84,17,10,9,3,8,,1,17,7.8965,3.83661,2.0582,1.27585,0.202474,0.0983745,0.10409991443157196,0.234908,1.33286,0.269288,0.714231,,,4.67676,0.0425516,0.0419304,999,,,,,,,70.49999999999999,3.710526315789473,67,3.526315789473684,,,,,,,,,,,,,,,,,,,"Carlos Rodriguez","30161",692230
"Devin Sweet","PHI",2,2,0,4.02527,36,0,0,1,,36,155,32,18,16,5,14,,2,38,9.61197,3.61957,2.65556,1.21575,0.248196,0.0934631,0.154733344912529,0.231908,1.29598,0.286196,0.729524,,,4.13331,0.0424951,0.0126243,999,,,,,,,153.70000000000005,4.269444444444446,147,4.083333333333333,,,,,,,,,,,,,,,,,,,"Devin Sweet","25348",682967
"Nick Hernandez","HOU",3,3,0,3.78725,52,0,0,4,,52,223,43,24,22,8,20,,2,57,9.7857,3.52131,2.779,1.33643,0.253541,0.0912346,0.1623062714934349,0.215983,1.223,0.261265,0.752024,,,4.23483,0.0421804,0.109516,999,,,,,,,238.59999999999997,4.588461538461538,220,4.230769230769231,,,,,,,,,,,,,,,,,,,"Nick Hernandez","19281",663321
"Yuki Matsui","SDP",3,3,0,3.88129,54,0,0,6,,54,227,46,25,23,7,22,,2,56,9.40465,3.71548,2.53121,1.14093,0.2488,0.0982931,0.1505071446299553,0.225525,1.25649,0.279038,0.727951,,,4.10192,0.0417001,0.0453893,726.510009765625,,,,,,,257.9,4.775925925925925,243,4.5,,,,,,,,,,,,,,,,,,,"Yuki Matsui","33826",673513
"Drey Jameson","ARI",3,2,0,4.34344,50,0,0,4,,50,210,51,26,24,5,16,,2,39,7.02353,2.83719,2.47552,0.952455,0.185808,0.075058,0.11074963212013245,0.264637,1.3319,0.308183,0.679871,,,4.0564,0.0402097,0.0147907,748.0900268554688,,,,,,,215.9,4.3180000000000005,225,4.5,,,,,,,,,,,,,,,,,,,"Drey Jameson","26260",686753
"Sean Reynolds","SDP",3,3,0,4.00357,56,0,1,9,,56,244,48,27,25,6,30,,3,58,9.31427,4.75461,1.959,0.972437,0.237254,0.12111,0.11614422500133514,0.228696,1.39331,0.286792,0.73061,,,4.2402,0.0395716,0.0799933,999,,,,,,,273.80000000000007,4.889285714285715,260,4.642857142857143,,,,,,,,,,,,,,,,,,,"Sean Reynolds","22253",669308
"Kyle Leahy","STL",3,3,0,4.34869,56,0,0,10,,56,240,56,30,27,6,20,,3,44,7.0858,3.27519,2.16348,0.951175,0.183921,0.0850118,0.09890923649072647,0.259927,1.37021,0.302373,0.689275,,,4.19341,0.0393846,-0.0923749,999,,,,,,,254.00000000000003,4.5357142857142865,261,4.660714285714286,,,,,,,,,,,,,,,,,,,"Kyle Leahy","24763",681517
"Kevin Herget","NYM",2,2,0,3.739,33,0,0,1,,33,139,30,15,14,4,10,,1,30,8.08622,2.64456,3.05768,1.11827,0.213305,0.0697605,0.14354496449232101,0.233997,1.20077,0.274326,0.727506,,,3.99372,0.0385878,0.0375351,999,,,,,,,148.00000000000006,4.484848484848486,144,4.363636363636363,,,,,,,,,,,,,,,,,,,"Kevin Herget","15369",643361
"Zack Kelly","BOS",2,2,0,3.7653,35,0,0,1,,35,151,29,16,15,4,17,,2,38,9.67328,4.46149,2.16817,0.943792,0.249231,0.11495,0.13428127765655518,0.223235,1.33662,0.28449,0.739341,,,4.01696,0.0385017,0.0741462,999,,,,,,,157.4,4.497142857142857,146,4.171428571428572,,,,,,,,,,,,,,,,,,,"Zack Kelly","20349",677161
"Jonathan Pintaro","NYM",1,1,1,4.55897,2,2,0,0,,7,32,7,4,4,1,3,,0,6,7.00417,4.19322,1.67035,1.09145,0.175104,0.104831,0.07027366757392883,0.250901,1.4516,0.285373,0.700829,,,4.73409,0.0380014,0.0218434,999,,,,,,,24.3,3.4714285714285715,25,3.5714285714285716,,,,,,,,,,,,,,,,,,,"Jonathan Pintaro","sa3024197",702752
"Drue Hackenberg","ATL",1,1,1,4.65342,2,2,0,0,,7,33,7,4,4,1,4,,0,6,7.93061,4.8187,1.6458,1.00507,0.19343,0.117529,0.07590033859014511,0.255878,1.55049,0.303748,0.707074,,,4.62141,0.0377984,0.0414342,999,,,,,,,21.3,3.042857142857143,22,3.142857142857143,,,,,,,,,,,,,,,,,,,"Drue Hackenberg","sa3023304",802357
"Jimmy Herget","COL",2,2,0,4.58604,46,0,0,1,,46,199,48,26,23,7,14,,2,40,7.89097,2.70034,2.92222,1.33587,0.202672,0.0693555,0.13331612944602966,0.261038,1.33962,0.30134,0.691869,,,4.37328,0.0377892,0.0145883,999,,,,,,,165.50000000000006,3.597826086956523,175,3.8043478260869565,,,,,,,,,,,,,,,,,,,"Jimmy Herget","17556",623474
"Marc Church","TEX",2,2,0,3.91015,46,0,0,1,,46,199,40,22,20,6,19,,2,49,9.55765,3.79226,2.52031,1.20832,0.245478,0.0974003,0.14807815849781036,0.224916,1.2889,0.275571,0.739709,,,4.19464,0.0375476,0.0316149,999,,,,,,,201.60000000000002,4.382608695652174,191,4.1521739130434785,,,,,,,,,,,,,,,,,,,"Marc Church","26353",687847
"Hagen Danner","SEA",1,1,0,3.44738,28,0,0,1,,28,118,23,12,11,3,10,,1,29,9.32991,3.1024,3.00732,1.08027,0.245986,0.081796,0.16419041901826859,0.218435,1.18032,0.268134,0.752713,,,3.82014,0.0366932,0.0379213,999,,,,,,,139.50000000000006,4.982142857142859,130,4.642857142857143,,,,,,,,,,,,,,,,,,,"Hagen Danner","22116",668470
"Zach Maxwell","CIN",2,2,0,4.0588,37,0,0,1,,37,163,30,18,17,4,23,,2,45,10.967,5.614,1.95352,1.07707,0.276606,0.141594,0.1350121796131134,0.214673,1.42382,0.284845,0.741282,,,4.32097,0.0359179,0.05989,999,,,,,,,165.60000000000002,4.475675675675676,152,4.108108108108108,,,,,,,,,,,,,,,,,,,"Zach Maxwell","sa3020255",687209
"Zach Pop","TOR",2,2,0,3.87625,44,0,0,1,,44,190,41,21,19,4,16,,2,37,7.52725,3.33717,2.25558,0.907294,0.193684,0.0858688,0.10781494528055191,0.241256,1.31207,0.283521,0.718793,,,4.05414,0.0356367,0.0229724,999,,,,,,,193.80000000000004,4.404545454545455,192,4.363636363636363,,,,,,,,,,,,,,,,,,,"Zach Pop","20185",647315
"Daniel Robert","TEX",2,2,0,3.80088,38,0,0,1,,38,164,33,18,16,5,15,,2,40,9.47528,3.65444,2.59281,1.21267,0.243943,0.0940846,0.14985885471105576,0.221527,1.26176,0.269497,0.74595,,,4.17154,0.0348726,0.0315507,999,,,,,,,166.89999999999998,4.3921052631578945,158,4.157894736842105,,,,,,,,,,,,,,,,,,,"Daniel Robert","21229",642016
"Jeff Criswell","COL",3,3,0,4.61527,53,0,0,6,,53,229,52,30,27,7,21,,2,49,8.2821,3.63425,2.2789,1.20197,0.21298,0.0934573,0.11952255666255951,0.255899,1.39414,0.30423,0.690909,,,4.41439,0.0340651,0.0156239,999,,,,,,,223.90000000000003,4.224528301886793,227,4.283018867924528,,,,,,,,,,,,,,,,,,,"Jeff Criswell","27608",676105
"Travis Adams","MIN",1,1,1,4.57303,19,2,0,1,,24,106,25,13,12,3,9,,1,18,6.56412,3.18544,2.06066,1.19371,0.167391,0.0812316,0.08615943044424057,0.257656,1.37365,0.286555,0.689146,,,4.63054,0.0339508,0.0109031,999,,,,,,,85.70000000000002,3.570833333333334,91,3.7916666666666665,,,,,,,,,,,,,,,,,,,"Travis Adams","sa3017991",701519
"Mason Thompson","WSN",3,3,0,4.31339,52,0,2,6,,52,224,52,27,25,5,19,,2,42,7.3052,3.32532,2.19684,0.935142,0.188608,0.0858544,0.10275380313396454,0.259636,1.37906,0.304649,0.693582,,,4.13929,0.0335756,-0.0205946,999,,,,,,,243.10000000000002,4.675000000000001,250,4.8076923076923075,,,,,,,,,,,,,,,,,,,"Mason Thompson","21850",666168
"Chase Petty","CIN",1,1,1,5.01116,14,2,0,1,,19,85,20,12,11,3,9,,1,14,6.5553,4.08909,1.60312,1.22201,0.164913,0.10287,0.06204308569431305,0.26304,1.48361,0.29306,0.676812,,,4.98592,0.033229,0.0473611,999,,,,,,,53.69999999999999,2.8263157894736834,58,3.0526315789473686,,,,,,,,,,,,,,,,,,,"Chase Petty","sa3017963",695534
"Luis Guerrero","BOS",2,2,0,3.90675,42,0,0,1,,42,185,36,20,18,5,22,,2,47,10.1779,4.72078,2.15598,1.05477,0.257018,0.119212,0.1378059983253479,0.222177,1.37412,0.284329,0.743781,,,4.15645,0.0328699,0.0651936,999,,,,,,,181.70000000000002,4.326190476190477,171,4.071428571428571,,,,,,,,,,,,,,,,,,,"Luis Guerrero","31184",692285
"Hayden Harris","ATL",2,2,0,3.88239,40,0,0,1,,40,173,34,19,17,5,20,,2,47,10.5049,4.47194,2.34906,1.05098,0.269355,0.114665,0.15469027310609818,0.223847,1.34445,0.292039,0.739475,,,3.99108,0.0317937,0.0484152,999,,,,,,,178.1,4.4525,167,4.175,,,,,,,,,,,,,,,,,,,"Hayden Harris","sa3019913",802686
"Jack Neely","CHC",1,1,0,3.39156,15,0,0,1,,15,64,12,6,6,2,6,,1,18,10.9119,3.82792,2.85061,1.02966,0.284164,0.0996853,0.184478260576725,0.212325,1.23091,0.280138,0.765189,,,3.64652,0.0317757,0.0455222,999,,,,,,,74.2,4.946666666666667,68,4.533333333333333,,,,,,,,,,,,,,,,,,,"Jack Neely","30106",680891
"Yohan Ramírez","PIT",1,1,0,3.95232,22,0,0,1,,22,96,21,11,10,2,10,,1,21,8.49057,3.91762,2.16728,0.813862,0.216195,0.0997543,0.11644075810909271,0.245991,1.38975,0.303571,0.720506,,,3.90604,0.0298979,0.014486,999,,,,,,,96.60000000000002,4.3909090909090915,97,4.409090909090909,,,,,,,,,,,,,,,,,,,"Yohan Ramirez","19444",670990
"Luke Little","CHC",2,2,0,3.69067,40,0,0,1,,40,170,32,18,16,3,23,,2,43,9.63207,5.25868,1.83165,0.706092,0.251819,0.137482,0.11433695256710052,0.221042,1.38301,0.292229,0.734479,,,3.95581,0.0293037,0.0572901,999,,,,,,,190.90000000000003,4.772500000000001,176,4.4,,,,,,,,,,,,,,,,,,,"Luke Little","28036",681432
"Jacob Barnes",,2,2,0,4.37384,45,0,0,0,,45,195,45,24,22,6,16,,2,38,7.67886,3.26738,2.35016,1.13805,0.197203,0.0839107,0.11329267174005508,0.253432,1.35595,0.294895,0.699923,,,4.32993,0.0290248,-0.0609695,999,,,,,,,164.2,3.6488888888888886,169,3.7555555555555555,,,,,,,,,,,,,,,,,,,"Jacob Barnes","12323",606930
"Colten Brewer","NYY",1,1,0,3.97662,21,0,0,1,,21,90,19,10,9,2,8,,1,20,8.46586,3.62546,2.33511,0.999182,0.219485,0.0939935,0.12549183517694473,0.239278,1.32076,0.289778,0.719254,,,4.0768,0.028867,0.0158634,999,,,,,,,98.4,4.685714285714286,96,4.571428571428571,,,,,,,,,,,,,,,,,,,"Colten Brewer","12997",605155
"Patrick Monteverde","MIA",2,2,3,5.13999,38,5,0,1,,60,260,63,38,34,9,22,,3,39,5.82589,3.30607,1.76218,1.32377,0.150139,0.0852007,0.06493841856718063,0.270098,1.42031,0.291838,0.655915,,,5.02293,0.0286399,-0.0763867,999,,,,,,,176.5,2.941666666666667,190,3.1666666666666665,,,,,,,,,,,,,,,,,,,"Patrick Monteverde","sa3016940",687287
"Jaden Hill","COL",2,2,0,4.6381,34,0,0,1,,34,149,35,19,18,4,16,,2,31,8.29416,4.13749,2.00464,0.992756,0.210292,0.104903,0.10538920760154724,0.262598,1.47686,0.31914,0.691146,,,4.28423,0.0283289,0.0167075,999,,,,,,,123.40000000000003,3.6294117647058832,130,3.823529411764706,,,,,,,,,,,,,,,,,,,"Jaden Hill","30250",677955
"Alek Jacob","SDP",2,2,0,4.00281,46,0,0,1,,46,198,43,22,20,6,17,,2,44,8.58012,3.27271,2.62172,1.14869,0.221066,0.084321,0.13674484193325043,0.238261,1.29364,0.284294,0.724577,,,4.14652,0.0278226,0.0160233,999,,,,,,,189.8,4.126086956521739,187,4.065217391304348,,,,,,,,,,,,,,,,,,,"Alek Jacob","29628",689690
"Evan Reifert","WSN",3,3,0,4.18288,56,0,0,9,,56,243,48,28,26,6,32,,3,62,9.892,5.07534,1.94903,1.03269,0.253311,0.129967,0.1233433187007904,0.227999,1.4127,0.292576,0.722871,,,4.30875,0.027712,0.0768367,999,,,,,,,270.80000000000007,4.835714285714287,257,4.589285714285714,,,,,,,,,,,,,,,,,,,"Evan Reifert","sa3014860",682126
"Brent Headrick","MIN",2,2,0,3.95114,36,0,0,1,,36,152,32,17,16,5,11,,2,35,8.63823,2.82792,3.05462,1.26549,0.227867,0.0745974,0.15326964110136032,0.233924,1.21594,0.276331,0.722647,,,4.14682,0.0273521,0.0280986,999,,,,,,,156.70000000000005,4.352777777777779,150,4.166666666666667,,,,,,,,,,,,,,,,,,,"Brent Headrick","27702",687396
"Vinny Nittoli","MIL",1,1,0,3.6801,19,0,0,1,,19,82,17,8,8,2,7,,1,20,9.50216,3.28411,2.89338,1.18272,0.244636,0.0845503,0.16008539497852325,0.223857,1.23913,0.273286,0.751098,,,3.99479,0.0267621,0.0524905,999,,,,,,,91.8,4.8315789473684205,89,4.684210526315789,,,,,,,,,,,,,,,,,,,"Vinny Nittoli","16754",657697
"Brad Lord","WSN",1,1,1,4.9168,17,2,0,1,,22,96,23,13,12,3,9,,1,15,6.15605,3.4599,1.77926,1.13121,0.158787,0.0892434,0.06954357773065567,0.269742,1.43024,0.299969,0.664568,,,4.7243,0.0267387,-0.00803619,999,,,,,,,70.10000000000001,3.186363636363637,75,3.409090909090909,,,,,,,,,,,,,,,,,,,"Brad Lord","sa3020812",695418
"Andrew Saalfrank","ARI",2,2,0,4.05011,35,0,0,1,,35,153,34,17,16,3,17,,2,33,8.56704,4.25681,2.01255,0.746929,0.217753,0.108198,0.10955535620450974,0.249698,1.43403,0.312036,0.715199,,,3.90934,0.0264795,0.0331967,999,,,,,,,146.7,4.191428571428571,149,4.257142857142857,,,,,,,,,,,,,,,,,,,"Andrew Saalfrank","26203",685314
"Kyle Amendt","ARI",1,1,0,3.70828,22,0,0,1,,22,95,18,10,9,2,11,,1,27,10.9614,4.70113,2.33165,0.963897,0.281835,0.120874,0.16096149384975433,0.218026,1.33956,0.293047,0.747745,,,3.84248,0.026418,0.0418304,999,,,,,,,113.40000000000002,5.154545454545455,106,4.818181818181818,,,,,,,,,,,,,,,,,,,"Kyle Amendt","sa3022904",694900
"Yilber Diaz","ARI",2,2,2,4.44017,47,2,0,1,,52,225,48,28,26,6,25,,3,50,8.53409,4.38641,1.94558,1.05408,0.220609,0.11339,0.10721902549266815,0.245238,1.40981,0.298704,0.699094,,,4.40323,0.0262028,0.0207525,676.969970703125,,,,,,,206.2,3.965384615384615,202,3.8846153846153846,,,,,,,,,,,,,,,,,,,"Yilber Diaz","29271",700270
"Casey Lawrence","SEA",1,1,1,4.65562,10,2,0,1,,18,75,18,10,9,3,4,,1,10,5.04594,2.16362,2.33217,1.29784,0.133038,0.0570447,0.07599322497844696,0.26228,1.27199,0.274876,0.660681,,,4.76316,0.0260224,0.0416905,999,,,,,,,58.500000000000014,3.250000000000001,60,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Casey Lawrence","11121",596271
"Peter Strzelecki","PIT",2,1,0,4.15582,30,0,0,1,,30,131,29,15,14,4,12,,1,29,8.57089,3.53371,2.42546,1.0581,0.218089,0.0899164,0.12817251682281494,0.247303,1.36382,0.298758,0.716697,,,4.10886,0.0256503,0.0197536,999,,,,,,,120.4,4.013333333333334,121,4.033333333333333,,,,,,,,,,,,,,,,,,,"Peter Strzelecki","21367",657265
"Shawn Dubin","HOU",3,3,0,3.95603,56,0,0,7,,56,240,49,27,25,6,27,,3,56,9.0152,4.2788,2.10695,0.972432,0.233727,0.110932,0.12279559671878815,0.23097,1.34416,0.286887,0.724346,,,4.14104,0.0255629,0.0189515,999,,,,,,,263.20000000000005,4.700000000000001,252,4.5,,,,,,,,,,,,,,,,,,,"Shawn Dubin","24977",681869
"Hunter Stratton","PIT",1,1,0,3.82365,19,0,0,1,,19,82,17,9,8,2,7,,1,19,8.81806,3.55165,2.48281,1.00717,0.227023,0.091438,0.13558519631624222,0.234519,1.30329,0.286305,0.731944,,,3.98535,0.0248427,0.0276232,999,,,,,,,89.8,4.726315789473684,87,4.578947368421052,,,,,,,,,,,,,,,,,,,"Hunter Stratton","23455",676702
"Justin Sterner","ATH",3,3,0,3.71144,56,0,0,7,,56,241,48,25,23,8,21,,3,59,9.52633,3.44436,2.76578,1.22437,0.246259,0.0890379,0.1572209894657135,0.219722,1.23292,0.266983,0.750634,,,4.10434,0.0247755,0.062864,999,,,,,,,265.2000000000001,4.7357142857142875,250,4.464285714285714,,,,,,,,,,,,,,,,,,,"Justin Sterner","27694",686993
"Collin Snider","SEA",3,3,0,3.77349,65,0,3,12,,65,282,56,30,27,7,29,,3,64,8.85739,4.00152,2.2135,1.02696,0.227113,0.102603,0.12450945377349854,0.224438,1.30653,0.272717,0.739977,,,4.16052,0.0246686,0.239667,729.6599731445312,,,,,,,344.29999999999995,5.296923076923076,329,5.061538461538461,,,,,,,,,,,,,,,,,,,"Collin Snider","23307",676092
"George Soriano","MIA",3,2,0,4.22686,50,0,0,4,,50,217,47,26,23,6,21,,2,47,8.47618,3.85664,2.19781,1.0867,0.217004,0.0987363,0.1182677298784256,0.243187,1.36809,0.292329,0.713174,,,4.28179,0.0246103,0.0277983,999,,,,,,,215,4.3,213,4.26,,,,,,,,,,,,,,,,,,,"George Soriano","21863",666277
"Andrew Misiaszek","CLE",2,2,0,3.74457,39,0,0,1,,39,168,33,18,16,5,17,,2,40,9.13258,3.9262,2.32606,1.05411,0.235562,0.101271,0.13429151475429535,0.222816,1.28819,0.272996,0.741635,,,4.11204,0.0245419,0.0403787,999,,,,,,,168.3,4.315384615384616,157,4.0256410256410255,,,,,,,,,,,,,,,,,,,"Andrew Misiaszek","sa3010118",667280
"Lake Bachar","MIA",3,3,0,4.23469,56,0,0,9,,56,242,52,29,26,7,23,,3,52,8.38495,3.64675,2.2993,1.17416,0.215591,0.0937639,0.12182708829641342,0.241178,1.33837,0.285956,0.713372,,,4.35569,0.0242466,0.0672392,999,,,,,,,255.10000000000008,4.555357142857145,251,4.482142857142857,,,,,,,,,,,,,,,,,,,"Lake Bachar","19222",669199
"Connor Brogdon","LAA",2,2,0,4.00357,38,0,0,1,,38,163,33,18,17,5,16,,2,40,9.5061,3.81045,2.49475,1.26384,0.246238,0.0987028,0.14753559231758118,0.224596,1.28106,0.27354,0.733265,,,4.2917,0.024092,0.0412122,999,,,,,,,163.89999999999998,4.313157894736841,155,4.078947368421052,,,,,,,,,,,,,,,,,,,"Connor Brogdon","21205",641401
"Matt Festa",,1,1,0,3.87399,22,0,0,1,,22,92,19,10,9,3,9,,1,22,8.82255,3.52393,2.50361,1.11212,0.234844,0.0938019,0.14104170352220535,0.228142,1.24417,0.276849,0.722605,,,4.12311,0.0240051,0.0314466,999,,,,,,,94.5,4.295454545454546,89,4.045454545454546,,,,,,,,,,,,,,,,,,,"Matt Festa","19330",670036
"Josh Walker","TOR",2,2,0,3.86231,39,0,0,1,,39,167,33,18,17,5,18,,2,40,9.25266,4.12123,2.24512,1.06334,0.240329,0.107045,0.13328386843204498,0.224223,1.30357,0.277117,0.733507,,,4.16514,0.0239796,0.0397887,999,,,,,,,165.3,4.2384615384615385,154,3.948717948717949,,,,,,,,,,,,,,,,,,,"Josh Walker","23617",677020
"Gunnar Hoglund","ATH",2,2,4,4.82779,39,6,0,1,,73,314,74,43,39,11,24,,3,50,6.13078,2.93042,2.09212,1.40604,0.158473,0.0757476,0.08272543549537659,0.258743,1.34213,0.278298,0.673166,,,4.94436,0.0233103,-0.0195696,999,,,,,,,235.50000000000003,3.226027397260274,245,3.356164383561644,,,,,,,,,,,,,,,,,,,"Gunnar Hoglund","sa3019785",680684
"Ronny Henriquez","MIN",1,1,0,3.91268,22,0,0,1,,22,94,21,10,10,2,8,,1,19,7.96428,3.26936,2.43604,0.964508,0.206481,0.0847612,0.12172015756368637,0.241807,1.30078,0.287812,0.71775,,,4.01556,0.0227916,0.0294193,999,,,,,,,98.60000000000002,4.481818181818183,99,4.5,,,,,,,,,,,,,,,,,,,"Ronny Henriquez","24094",678692
"Austin Adams","BOS",1,1,0,4.09634,28,0,0,1,,28,122,25,14,13,3,13,,1,30,9.75913,4.09263,2.38456,1.1201,0.248867,0.104366,0.1445010080933571,0.234417,1.35806,0.294502,0.727254,,,4.12658,0.0225934,0.0237069,999,,,,,,,127.30000000000004,4.546428571428573,123,4.392857142857143,,,,,,,,,,,,,,,,,,,"Austin Adams","13801",613534
"Kade Strowd","BAL",2,2,0,3.97533,32,0,0,1,,32,140,29,15,14,3,16,,2,32,9.07555,4.41327,2.05642,0.866408,0.231224,0.11244,0.11878415197134018,0.237803,1.39892,0.299078,0.724984,,,4.02255,0.0224581,0.01927,999,,,,,,,138.5,4.328125,135,4.21875,,,,,,,,,,,,,,,,,,,"Kade Strowd","sa3011418",669704
"Austin Krob","SDP",1,1,1,4.92248,17,2,0,1,,25,109,26,15,14,3,10,,1,17,6.248,3.79459,1.64655,1.10013,0.157778,0.095823,0.06195473670959473,0.268998,1.47885,0.300274,0.674053,,,4.77638,0.02145,-0.049805,999,,,,,,,85.5,3.42,91,3.64,,,,,,,,,,,,,,,,,,,"Austin Krob","sa3020594",689474
